word1,word2,is_hypernym
calochortus,ethanamide,0
core_group,norlestrin,0
immunology,alcaic,0
golf_glove,desert_mariposa_tulip,0
daisy-leaved_grape_fern,autogenic_therapy,0
bertolucci,common_coral_tree,0
magnetite,garden_party,0
genus_aegypius,ormazd,0
niccolo_paganini,phenothiazine,0
tinderbox,dumpy_level,0
cyclopes,fortuitousness,0
cub,ceroxylon_andicola,0
parted_leaf,lowness,0
pinus_aristata,powder_photography,0
acid_test,horner's_syndrome,0
stuttgart,david_livingstone,0
cephalotus_follicularis,viand,0
michener,mare_nostrum,0
limbus,acute_schizophrenic_episode,0
aralia_racemosa,sharksucker,0
ficus,forcing_out,0
slowing,ptyas_mucosus,0
gigahertz,psammoma,0
genus_plicatoperipatus,blackening,0
mullus_surmuletus,william_shakspere,0
suede_leather,bayes'_theorem,0
vogue,butterfly_fish,0
cosmological_constant,nipa_fruticans,0
dry_mop,quadrangular_prism,0
tadalafil,equivalence,0
gnawing_mammal,viscount,0
pelvic_fin,mend,0
cheese_pizza,genus_raoulia,0
upstart,loafer,0
khz,vituperation,0
vendee,sabbath_school,0
austro-asiatic,paper_cup,0
giant_reed,pomologist,0
national_guard_bureau,generic,0
genus_astrophyton,strobilus,0
humanness,elaborateness,0
electric_chair,genus_ammobium,0
apostolic_delegate,roundelay,0
saturation_bombing,american_dog_tick,0
alkanet,carotenemia,0
flat-coated_retriever,urinator,0
attractive_nuisance,gelsemium_sempervirens,0
eolithic,azotaemia,0
aeschylus,leftist,0
rhynia,pahang,0
positioner,patty-pan,0
boardroom,potassium_alum,0
postulate,baron,0
nightfall,car-ferry,0
kotoko,duplicator,0
malay_archipelago,peritrate,0
gofer,tux,0
flagpole,case_agreement,0
crohn,nestor,0
emotional_state,tuberosity,0
reseda_odorata,drosophyllum_lusitanicum,0
shantung,pin_oak,0
tongue-flower,magnetic_dipole,0
hierarchy,drepanis,0
oceanus,manganese_steel,0
auxiliary,josiah_quincy,0
roy_orbison,annoyer,0
altoist,merestone,0
ruptiliocarpon,achira,0
toulon,cushaw,0
patching,mandrill,0
common_mullein,seidlitz_powders,0
knowledge_base,wise_guy,0
ultimatum,diegueno,0
switcheroo,halon,0
giacomo_meyerbeer,sciatica,0
weighting,metric_weight_unit,0
desire,faeces,0
oreortyx_picta_palmeri,cpa,0
acquittal,potassium_acid_carbonate,0
tuvalu,trappist,0
space-time,thebe,0
cinchona_calisaya,anabantidae,0
winfred,giant_chinkapin,0
eglantine,causation,0
good_samaritan,dysdercus,0
egotist,bryonia_dioica,0
glandulae_cervicales_uteri,clever_clogs,0
euglenid,conditioned_response,0
tamiasciurus,carcharias_taurus,0
musical_arrangement,telopea,0
frye,chinook_salmon,0
paster,cnidaria,0
coeliac_plexus,genus_sesamum,0
caspar,stunt_flying,0
pinot_noir,wheat_flag_smut,0
toxicant,nebuchadrezzar,0
lexington,khalka,0
chronic_renal_failure,phytophthora_citrophthora,0
marie_anne_charlotte_corday_d'armont,denisonia,0
grantee,hudson_bay_collared_lemming,0
cygnus_cygnus,edict,0
matchet,elizabeth_ii,0
surrejoinder,parieto-occipital_sulcus,0
lysimachia_terrestris,roughrider,0
stool_pigeon,zero-coupon_bond,0
military_unit,bactrian_camel,0
coeloglossum_bracteatum,product_introduction,0
suksdorfia,sete_quedas,0
dragonfly,fort_george_g._meade,0
genus_plectranthus,al-fatah,0
shot_putter,technetium,0
dent_corn,laugh,0
mickle,oenomel,0
hypnophobia,water_chickweed,0
council_on_environmental_policy,police_officer,0
ahmed_salman_rushdie,hoffman,0
bessie_smith,gravy_holder,0
odovacar,caspian,0
axillary_node,italic,0
hyrax,holometabola,0
powder-post_termite,dry_mop,0
demilitarized_zone,pbs,0
ichthyosauria,belgian_endive,0
neurophysiology,masker,0
impasto,palingenesis,0
stump,frequency_response,0
honey,subdivision_cycadophytina,0
aneides_lugubris,brazilian_trumpeter,0
crosscut,ellul,0
f._scott_fitzgerald,parturition,0
conjure_man,snow_plant,0
triplicity,husking_bee,0
clioquinol,greek_chorus,0
calcification,add-in,0
association_cortex,gout,0
anemia,counterterrorism,0
license_fee,procellariidae,0
blattella,hemoprotein,0
cardiospermum,elia,0
viscid_mushroom,endoderm,0
white_potato_vine,sium_sisarum,0
trygve_halvden_lie,genus_lunda,0
fry,family_cicadidae,0
good-naturedness,nenets,0
sphenisciform_seabird,nates,0
sales_finance_company,attack_submarine,0
atomic_number_29,gregory_i,0
sociability,bowhead,0
belly_dancing,non-ionic_detergent,0
isobutylphenyl_propionic_acid,solandra_guttata,0
pearler,whispering_dome,0
fermium,velvet,0
thalassemia,chlorpyrifos,0
milk_thistle,edna_ferber,0
rivina_humilis,turmeric,0
kalmia_latifolia,over-the-counter_drug,0
cystopteris_montana,tumbril,0
lamellate_placentation,fthm,0
hypnotiser,macaca,0
atsugewi,single_dwelling,0
gastrectomy,aleksey_maximovich_peshkov,0
anastatica_hierochuntica,glossopharyngeal_nerve,0
cryptanalyst,trade_edition,0
crisis_intervention,sidalcea,0
spelt,bank_gravel,0
greenshank,shark-liver_oil,0
coax_cable,henri_louis_bergson,0
po_river,glee,0
mouth_hole,tartary,0
indian_crocus,side_horse,0
nilotic,aureole,0
fire_walker,single-breasted_jacket,0
wasp,nlrb,0
martin_v,coureur_de_bois,0
exchangeability,wartwort,0
centipede,genus_volvaria,0
ubiquity,verbascum_blattaria,0
high_table,louis_eugene_felix_neel,0
sage_hen,dried_apricot,0
definite_quantity,agricultural_agent,0
chinook_wind,genus_alepisaurus,0
sergei_pavlovich_diaghilev,estates_general,0
william_curtis,digital-analog_converter,0
volleyball_player,pressure_gauge,0
prisoner's_base,atlantic,0
peripatidae,oxyuridae,0
flying_robin,new_world_mouse,0
allamanda_cathartica,goldmark,0
ephesus,staple_gun,0
levi's,order_filicales,0
xyphophorus_helleri,peace_officer,0
cunningham,klamath,0
bibliomania,cylinder_block,0
ceratopsian,turret,0
typewriter,gym_shoe,0
pine_tree_state,canon,0
valedictory_oration,case_in_point,0
predominance,ground_beetle,0
cottonseed,thumbhole,0
mortal_enemy,line_score,0
mask,turnip,0
nazimova,electronics_company,0
unleaded_petrol,power_breakfast,0
james_hogg,kilowatt,0
douglas_elton_fairbanks,nan-ning,0
poitou,grillwork,0
family_osmundaceae,melolontha,0
mark_anthony,sticky_end,0
lady_of_pleasure,rolf,0
st._matthew,armored_combat_vehicle,0
antoninus,delaware,0
trilling,savara,0
drapery,ill_fame,0
dissimulation,vena_stylomastoidea,0
stercolith,photochemical_reaction,0
glengarry,red_lead,0
mock_orange,hakham,0
sleeping_accommodation,harquebus,0
orange_horseshoe_bat,school-age_child,0
elm_family,elasmobranchii,0
thick-knee,doxepin_hydrochloride,0
arkansan,pug_nose,0
haemophile,pellicularia_filamentosa,0
whispering,cleverness,0
organization_of_petroleum-exporting_countries,goldstone,0
peony,order_ericales,0
maksim_gorky,christmas_begonia,0
web_spinner,crystallization,0
prionotus_carolinus,piggyback_plant,0
genus_bettongia,cd4_cell,0
space_walk,xyridaceae,0
ten_dollar_bill,dracocephalum,0
carl_august_nielsen,veronica_anagallis-aquatica,0
visual_purple,vanity,0
chafing_dish,coupler,0
green_pea_soup,genus_hoya,0
vitreous_silica,afro,0
password,norwegian_krone,0
paleobotany,italian_region,0
detoxification,ovalipes,0
surfriding,mary_douglas_leakey,0
edifice,flash_welding,0
class_bivalvia,incisura,0
deoxyadenosine_monophosphate,fruit_machine,0
exenteration,folliculitis,0
numismatist,carrot_pudding,0
gulf_of_bothnia,den_haag,0
amount_of_money,jed'dah,0
bones,overprint,0
wandering_albatross,zeidae,0
presbytes_entellus,genus_leptodactylus,0
gloriosa_superba,blatta,0
bermuda_maidenhair,circle,0
weather_deck,parlor_game,0
naegele's_rule,squelcher,0
sambucus_canadensis,hypermastigina,0
vena_lumbalis,dame_joan_sutherland,0
high-spiritedness,gita,0
rock_geranium,book_of_instructions,0
glendower,pythoness,0
jerker,trill,0
communications_satellite,rails,0
mandrillus,volans,0
photo_finish,pinko,0
anne_hutchinson,dink,0
list,swagger_stick,0
radio_link,henry_m._stanley,0
macaroni_salad,auxiliary_equipment,0
reconnoitring,edgar_allan_poe,0
hundred,swamp_oak,0
submandibular_salivary_gland,quarreler,0
marmara_denizi,suppressant,0
rails,exaeretodon,0
black_cherry_tree,alternating_current,0
undershrub,blind_person,0
devotional,philip_of_valois,0
internal_combustion,australopithecus,0
eptesicus,locomotive_engine,0
grey_friar,antiphony,0
transcriptase,linoleum,0
land-office_business,fertilization_membrane,0
theory_of_probability,chenopodium_bonus-henricus,0
wastrel,special_contract,0
jack_pine,genus_symplocus,0
suction_curettage,power_of_appointment,0
genus_stenopterygius,punjab,0
antilogarithm,micrurus,0
horseback,gymnastic_exercise,0
lens_capsule,bedloe's_island,0
screeching,rub-a-dub,0
direct_correlation,golden_saxifrage,0
tobit,african_holly,0
blackwater_fever,back_talk,0
cotes_de_provence,eelworm,0
electrical_capacity,shriek,0
carrying_into_action,heroin,0
lindesnes,ccrc,0
rembrandt_harmensz_van_rijn,recidivism,0
canis_latrans,technological_revolution,0
street_lamp,behaviour,0
hadrosaurus,self-organisation,0
megatheriidae,raft_foundation,0
shoehorn,archimandrite,0
moulter,ordnance_store,0
philanthropic_foundation,proconsulate,0
doctor_of_education,four-o'clock_family,0
striking,factory_farm,0
broken_arch,tribulus,0
south_american_poison_toad,celebrator,0
visualization,functional_calculus,0
te_deum,musophagidae,0
milliped,lymantria,0
miniaturization,township,0
lag_b'omer,genus_micromeria,0
pillowcase,dyscalculia,0
gopherwood,grace_kelly,0
thundershower,countervailing_duty,0
red_poll,recipient_role,0
onagraceae,first_earl_of_beaconsfield,0
cheilanthes_alabamensis,carangid,0
bedtime,incense_tree,0
wine_bottle,bedding_plant,0
danger,conditional_contract,0
vegetable_silk,fluosilicic_acid,0
silky_cornel,head_crash,0
townsend_harris,abeyance,0
family_porcellionidae,dorothea_dix,0
bermudian,rock,0
penis,sightseer,0
input_device,alexis_de_tocqueville,0
mormon_tabernacle,pedestal_table,0
long-head_coneflower,woods,0
aerophyte,jackfruit_tree,0
mozambican,sappho,0
vena_musculophrenica,vasodilation,0
nun's_habit,bird_feeder,0
keepsake,pershing,0
wain,foreign_exchange,0
bad_luck,tender_loving_care,0
horner's_syndrome,piano_maker,0
a_level,astreus_hygrometricus,0
target,categoreme,0
bahasa_melayu,food_shop,0
embryonal_rhabdosarcoma,coricidin,0
nile_crocodile,wonton,0
manicotti,hooded_ladies'_tresses,0
bleriot,town_house,0
secretion,notions_counter,0
screwbean,lactobacillaceae,0
established_church,pen,0
cape_york,plantago_lanceolata,0
pango_pango,carry,0
by-blow,jellyleaf,0
crap_game,segway_human_transporter,0
wedgie,litotes,0
eyebath,easter_card,0
satureia_montana,twilight_zone,0
saffranine,green_dinosaur,0
conservation_of_momentum,colubridae,0
ratibida_tagetes,blattodea,0
sulfadiazine,african_lily,0
huddler,kan_river,0
factor_analysis,bargain_hunter,0
principle_of_liquid_displacement,psychic_trauma,0
rambouillet,sylvilagus,0
capsule,claim,0
genus_schaffneria,x-ray_tube,0
chumminess,malignant_tumor,0
merino_sheep,emulsion,0
spitsbergen,ppk,0
harrod,early_morel,0
rhus_vernix,oculomotor_nerve,0
kalotermitidae,harry_lillis_crosby,0
callowness,froth,0
pennistum_villosum,colonization,0
white-headed_stilt,guttiferae,0
stearic_acid,driving_license,0
alcove,lockage,0
greater_pectoral_muscle,clockwork,0
potato_family,water_thrush,0
psychrometer,ism,0
procardia,bulgarian_monetary_unit,0
hopi,circumflex_scapular_artery,0
common_scoter,massasoit,0
jointed_rush,longing,0
xyridaceae,zea_mays_rugosa,0
aspis,autogyro,0
genus_laburnum,cuculus_canorus,0
polystichum_adiantiformis,franz_kafka,0
pill_bug,gravida,0
xc,squalor,0
graphic,louis_d'outremer,0
taxus_cuspidata,sulfur_oxide,0
quaoar,chinchilla,0
allusiveness,halicoeres_bivittatus,0
inconstancy,hymenophyllum,0
calcium_chloride,japanese_wistaria,0
welcome_wagon,coleslaw,0
oliver_wendell_holmes,hadean_eon,0
troy_unit,fibrosis,0
picture_gallery,tastelessness,0
sluice_valve,glass_cutter,0
genus_oryctolagus,roller_skating,0
synchro,blizzard,0
ecological_terrorism,hand_towel,0
mealberry,poitiers,0
japanese_angelica_tree,dominatrix,0
male_berry,dg,0
moustache,common_matrimony_vine,0
subpoena_duces_tecum,french_lesson,0
balaenoptera_borealis,wassailer,0
planera,trumpet,0
shoo-in,tongue-flower,0
sarvepalli_radhakrishnan,cornel,0
crushed_rock,kam-sui,0
premix,rhodopsin,0
western_united_states,cellulosic,0
z,spodoptera_frugiperda,0
cnidoscolus,overshoot,0
oculism,boob,0
amyotonia,stocktaker,0
karakorum_range,hebrews,0
monopsony,acquirer,0
sanitation,fourier_series,0
genetic_disorder,faith_cure,0
hearing_impairment,window-washing,0
pitchfork,dampening,0
contiguousness,sulphur_butterfly,0
meadow_grass,goat_antelope,0
dig,untier,0
autacoid,pyralididae,0
work_in_progress,trailhead,0
family_lophosoriaceae,chantarelle,0
exbibit,table_napkin,0
genus_urtica,straightaway,0
leafnose_bat,algerian_dinar,0
mara,asilidae,0
toll_road,sherlock,0
slam_dunk,exorbitance,0
garden_violet,long_suit,0
indian_mongoose,box_end_wrench,0
duffle_coat,genus_sinningia,0
battle_of_wake,encapsulation,0
japan_cedar,management_personnel,0
charitable_trust,hemiptera,0
genus_pilosella,sad_sack,0
paddler,radiobiology,0
north_temperate_zone,dermabrasion,0
genus_grias,beneficiation,0
mucuna_pruriens_utilis,wood_alcohol,0
sphaeralcea_coccinea,gaudiness,0
atomizer,capella,0
atlantic,ms,0
kelly,tangelo_tree,0
armoracia,night_life,0
oriental_studies,bisayan,0
slovakia,kalantas,0
tragopogon_dubius,embryo,0
limpopo,dias,0
lateen,oligodontia,0
hot_tub,ida_m._tarbell,0
cinco_de_mayo,galileo,0
ptomaine_poisoning,palmist,0
tv_camera,levi-lorrain_dwarf,0
blink_of_an_eye,white_sauce,0
genus_moneses,vesicaria,0
cryptophyceae,enophile,0
police_academy,genus_antidorcas,0
offbeat,pilot_biscuit,0
nondevelopment,castanea_chrysophylla,0
genus_cypraea,acceptor_rna,0
genus_hippocampus,umbrella_sedge,0
sterol,bastard_wing,0
blacktail_jackrabbit,indian_mongoose,0
pink_bollworm,paget's_disease,0
line_of_products,acheron,0
greatest_common_factor,honeybells,0
esplanade,lupinus_subcarnosus,0
alexander_isayevich_solzhenitsyn,bonaparte,0
circumflex_humeral_artery,praetor,0
orectolobus,contest,0
genus_pternohyla,born-again_christian,0
perniciousness,jean_arp,0
micropogonias,arizona_elegans,0
starwort,bacteria,0
propylthiouracil,lamella,0
kaffir_cat,ornithischian_dinosaur,0
genus_carpenteria,actual_sin,0
atomic_number_85,abducent,0
phonetic_alphabet,tai_chi,0
gymnopilus_spectabilis,east_african_cedar,0
cockfighting,testicular_vein,0
failure,lysol,0
chlorophyta,hezbollah,0
t_lymphocyte,squelch_circuit,0
cholangiography,head_word,0
kinsfolk,tessellation,0
perigone,rb,0
aroeira_blanca,youngstown,0
dissimilarity,lunar_crater,0
tentorial_sinus,tetra,0
genus_bankia,prom,0
equus_asinus,solvate,0
bad_check,antihemorrhagic_factor,0
poetic_license,scatology,0
gambia,steel_industry,0
brain_surgery,lo/ovral,0
indian_tick_fever,symphony,0
devourer,family_cetorhinidae,0
snow-blindness,local_authority,0
angara_river,spheroid_joint,0
winged_pigweed,standard_time,0
family_euphorbiaceae,last_minute,0
copy_editing,war_admiral,0
hardwareman,major_planet,0
cornus_sanguinea,school_principal,0
melagueta_pepper,family_hypericaceae,0
egretta_thula,sorriness,0
preservative,rhododendron,0
flying_mouse,sabbatical,0
congealment,cinchona_cordifolia,0
appropriation,chronological_age,0
cherbourg,talcum_powder,0
aristotelian,hauberk,0
balsam_fir,two-hitter,0
dross,ugli,0
lawn_tennis,whooper,0
ethocaine,fretsaw,0
baba,neurofibromatosis,0
kirsch,apatura,0
schizophrenia,four-part_harmony,0
josef_michel_montgolfier,rosh_chodesh,0
upper_avon_river,nomia_melanderi,0
gombrowicz,copper_color,0
laudableness,erewhon,0
air_force_academy,dowager's_hump,0
kippered_herring,biocatalyst,0
sleepwear,genus_tagetes,0
electric_heater,basal_metabolism,0
hirer,abruptness,0
fall-board,broomweed,0
genus_liposcelis,karl_adolph_verner,0
indian_hemp,genus_bacillus,0
regaining,malus_angustifolia,0
perfluorocarbon,flash_memory,0
horizontal_stabiliser,tee,0
pilot_biscuit,venue,0
christopher_marlowe,cricetus_cricetus,0
abstinence,nyala,0
alcea,silt,0
loaning,block_grant,0
sanitary_condition,crapette,0
zoril,mujahideen,0
cohune-nut_oil,giant_squid,0
agama,water_cooler,0
kb,chirocephalus,0
tam,groundberry,0
fargo,asperger's_syndrome,0
headrest,stenopelmatidae,0
reagent,copybook,0
saale_river,order_auriculariales,0
prince_fumimaro_konoe,julia_evelina_smith,0
jinx,naemorhedus,0
epicurus,tomato,0
coccoidea,american_green_toad,0
astronautics,self-accusation,0
40,chairman,0
stoic,ella_fitzgerald,0
gaillardia_pulchella,governor_plum,0
lead,dada,0
manna_from_heaven,gigo,0
common_morning_glory,matrix_algebra,0
building,edna_saint_vincent_millay,0
yobibit,barking_deer,0
canulization,dunce's_cap,0
mosaic_gold,trichloroacetic_acid,0
pyle,drab,0
closed_interval,tool_kit,0
old_norse,superposition,0
bumper,tonguing_and_grooving_plane,0
crotaphion,dearie,0
gumweed,ovis_vignei,0
succeeder,throwaway,0
desert_sand_verbena,muriel_spark,0
family_roccellaceae,chelifer_cancroides,0
radiation_therapy,time_of_arrival,0
capricorn_the_goat,asymptote,0
broil,william_faulkner,0
cardiologist,class_lamellibranchia,0
bridget,houyhnhnm,0
stroke_play,triglidae,0
oblique,ph_scale,0
cutworm,radiation_therapy,0
family_commelinaceae,gentiana,0
labyrinth_of_minos,cushat,0
krishnaism,rhinoscopy,0
penstemon,dimorphotheca,0
expediency,saltwater,0
wop,aphanite,0
max,lustrum,0
american_labor_party,musculus_sartorius,0
genus_coprinus,fracture,0
meshwork,spanish_broom,0
sonora,beefcake,0
vector_algebra,mum,0
savara,decadency,0
zoology,convexness,0
soymilk,populus_nigra_italica,0
yorkshire_terrier,cordaitaceae,0
automat,nitrostat,0
cynomys_gunnisoni,running_shoe,0
rock_gunnel,lowell_jackson_thomas,0
high-water_mark,investigating,0
ask_jeeves,tool-and-die_work,0
mahuang,airspace,0
cautery,phillidae,0
omphalotus_illudens,bunker,0
agamid,horse-drawn_vehicle,0
blancmange,cornhusker_state,0
analecta,raccoon_dog,0
puff,transit_zone,0
orchidalgia,order_pediculati,0
meteorology,tylenol,0
english_teacher,ulmus_pumila,0
mullet,scarlet_maple,0
conessi,vena_hepatica,0
contestant,sphecoidea,0
nestorianism,drop-off_charge,0
fishpaste,clickety-click,0
radial_asymmetry,electronics,0
headlight,biotite,0
albatrellus_ovinus,sheetrock,0
adam's_needle-and-thread,geophilomorpha,0
family_combretaceae,rubus,0
nonresistance,fanny_pack,0
pretermission,arms-runner,0
sump_pump,ground_zero,0
table_tilting,cushing,0
carambola,amateurishness,0
progressive_emphysematous_necrosis,levulose,0
background,inexpensiveness,0
heat_content,balsa_wood,0
gas_oil,amygdalus_communis,0
spotted_ray,america,0
natta,spondylitis,0
adsorbate,henry_m._robert,0
metrology,vaccinia_gangrenosa,0
protraction,pinko,0
tap_dancing,motorcycling,0
conductor,transsexual_surgery,0
ricardo,government_officials,0
demoniac,aqueous_humor,0
lake,teuton,0
moose,arts_and_crafts,0
olympian_zeus,lee_de_forest,0
aeschynanthus,fallout,0
gravitational_force,eggplant,0
lateral_geniculate,aristocracy,0
lepiota_morgani,mailboat,0
pacific_time,rhyacotriton_olympicus,0
muster_call,umbrella_magnolia,0
soft_touch,drawknife,0
tyrant_bird,coiner,0
etude,whatchamacallit,0
criminal_law,dawson's_encephalitis,0
compass_saw,eumops,0
struthiomimus,red_kauri,0
plica,plantaginaceae,0
one-night_stand,portable_computer,0
electromyograph,line_of_march,0
missy,kaochlor,0
rhodymeniaceae,genus_corydalis,0
day_shift,sapsago,0
manhattan_project,genus_buchloe,0
bend_dexter,cookfire,0
chinese_magnolia,sorbus_domestica,0
anemone_tetonensis,river_arno,0
bugbear,rush_family,0
oral_communication,paye,0
sba,order_chiroptera,0
genus_dacelo,encephalitis,0
billing,teargas,0
slovenia,quadriceps_femoris,0
crataegus_marshallii,setubal,0
cloven_hoof,bombacaceae,0
labyrinthodont,roundup,0
third_person,tesla_coil,0
fall_cankerworm,endamoeba,0
school_paper,prosom,0
anchovy_dressing,duff,0
doh,innocent_xi,0
wild_raspberry,mosquito_fern,0
chimneypot,reaction-propulsion_engine,0
double-crosser,costus_oil,0
tailpipe,indigenousness,0
arteria_ciliaris,family_syngnathidae,0
habenaria_leucophaea,uncertainty,0
coriandrum,cosimo_de_medici,0
world_war_2,tallow_oil,0
hermann_hesse,family_scolopacidae,0
ajaia,genus_erysimum,0
whirl,tool,0
village,nearsightedness,0
turnover,wyat,0
family_ichneumonidae,uppercut,0
fishhook,family_zingiberaceae,0
dickey-seat,tawny_owl,0
atlantic_moonfish,upbeat,0
genus_alopecurus,pertness,0
recurvirostridae,hyla_crucifer,0
soldering_iron,blood_transfusion,0
squinter,variola_major_virus,0
church_calendar,lactase,0
wastefulness,elephant_tree,0
echinochloa_frumentacea,veadar,0
lamination,eye_infection,0
thoracic_outlet_syndrome,notoryctus,0
novillero,planter's_punch,0
atomic_number_70,potential_divider,0
antic,genus_psetta,0
bullock_heart,revised_version,0
ezed,santee_sioux,0
concentrated_fire,long_jump,0
principle,seta,0
clarinettist,bootblack,0
papilionoideae,dead_person,0
titration,spherical_triangle,0
theodore_dreiser,melilot,0
pigment,international_nautical_mile,0
ballpark,pachysandra,0
pot_cheese,ziegfeld_follies,0
freelance,puccinia,0
kansas_river,co-op,0
bligh,big_h,0
instrumentalist,family_callithricidae,0
kayak,bridge_partner,0
croquet_ball,dreamer,0
marcello_malpighi,white_aspen,0
idle_pulley,carouser,0
haircare,half_crown,0
genus_acris,alternative_birthing,0
picturing,oystercatcher,0
cosmic_microwave_background,kapeika,0
bennington,mepacrine,0
john_smith,strawberry_ice_cream,0
information_theory,squalus_suckleyi,0
rye_ergot,braid,0
fasciolopsiasis,atomic_physics,0
border_patrol,adam's_apple,0
notropis,tourtiere,0
mummery,impacted_fracture,0
battle_of_the_philippine_sea,manoeuvrer,0
george_orwell,tulip_orchid,0
slave_driver,pugin,0
lake_tana,gallirallus,0
amati,united_states_trade_representative,0
kicksorter,palaquium,0
undependability,parotid_gland,0
meniere's_disease,consulate,0
masculine,skywalk,0
erythropoietin,genus_hippeastrum,0
telomere,manufacturing,0
entoparasite,charter_member,0
episiotomy,ballast_resistor,0
rethink,genus_haematobia,0
family_alopiidae,prunus_pensylvanica,0
vichyssoise,antiballistic_missile,0
adenylic_acid,gust,0
vinyl,meadow_bright,0
pes,railing,0
quarter_stock,rock_of_gibraltar,0
tissue_paper,marsh_elder,0
holy_oil,genus_marattia,0
esprit_de_corps,cercidiphyllum,0
penuriousness,deciliter,0
sedative,robaxin,0
command_key,exocet,0
genus_gerbera,tideland,0
effortlessness,donatism,0
jewry,breakfast,0
ceftazidime,company_name,0
nag_hammadi,havelock,0
recruiting-sergeant,cobalt_bloom,0
eucarya_acuminata,drainboard,0
lyons,thunder_mug,0
zloty,night_latch,0
gusto,cloakmaker,0
scanner,protea,0
newton's_first_law_of_motion,sidonie-gabrielle_claudine_colette,0
duodecimal_digit,dishwashing_machine,0
triticum_spelta,parthia,0
united_front,gros_ventre,0
black_hills,metal_wood,0
confederate_jasmine,puffinus_puffinus,0
jumping_bean,anna_pavlova,0
hockey_clinic,semilunar_cartilage,0
genus_nierembergia,primary_cell,0
spider_monkey,pasang,0
uke,bastard_pennyroyal,0
ding-dong,otitis,0
abkhas,neutrino,0
distilled_water,minute_of_arc,0
power_loom,district_attorney,0
mocking_thrush,nycturia,0
rabbet,benjamin_franklin,0
chemical_bomb,baal_merodach,0
brainiac,weird_sister,0
tumor_necrosis_factor,multistage_rocket,0
quartz_mill,towel_rack,0
striate_cortex,electronic_jamming,0
nail_varnish,halacha,0
negativist,furlong,0
passel,swan-flower,0
freewoman,horta,0
chicken_run,epacris_impressa,0
subdivision_cycadophytina,american_aloe,0
investors_club,immensity,0
rabi_i,smell,0
power_politics,family_bathyergidae,0
newmarket,pine_lily,0
mal_de_mer,television_newscaster,0
microcephalus,lessing,0
wassily_leontief,genus_raphus,0
vulgar_latin,toilet_tissue,0
otc_stock,plateletpheresis,0
diopter,musical_style,0
medical_assistant,snack_bar,0
monopolist,gable_roof,0
strategian,highway_engineer,0
abatable_nuisance,head_ache,0
genus_grammatophyllum,indian_chieftain,0
succubus,rh_positive,0
hectometre,film_festival,0
powys,hackle,0
pigs'_knuckles,betel_nut,0
hermit_thrush,pains,0
alexandre_emile_jean_yersin,potential,0
international_organisation,eucalyptus_viminalis,0
smallpox,genus_gynura,0
eacles,crocus,0
pinniped,decision_making,0
common_duckweed,berra,0
contravention,adenota_vardoni,0
erb's_palsy,pliancy,0
laurel_family,karol_wojtyla,0
particulate_matter,swastika,0
landing_flap,cycadophytina,0
viand,macao_monetary_unit,0
newspaperwoman,theist,0
resiliency,counterbore,0
dominican,ozone_hole,0
substation,kiss,0
television_monitor,caledonian_canal,0
arteria_alveolaris,subphylum_tunicata,0
cheesecloth,ugric,0
deportation,barents_sea,0
backstay,peach-wood,0
ethylene,surgeon,0
photographer,monocanthus,0
electrical_contact,plectorrhiza,0
prunus_caroliniana,erica_tetralix,0
congratulation,try-on,0
marquise_de_pompadour,p.o.,0
vena_sublingualis,aberrance,0
pickett,gestalt_psychology,0
modest_mussorgsky,construction,0
yogi,eatable,0
suction,second_epistle_to_timothy,0
rose_chestnut,aperient,0
associative_aphasia,red_light,0
urophycis,red_ink,0
bushel,shifting,0
dusky_shark,bod,0
linear_operator,broadax,0
family_sphaerobolaceae,medical_extern,0
regiomontanus,poriferan,0
eleusine_indica,vocative,0
warsaw,mercury-in-glass_clinical_thermometer,0
rotor,atlantic_cod,0
articulated_lorry,lycoperdon,0
skew_correlation,bluegrass_country,0
german_chamomile,child_neglect,0
american_bog_asphodel,playscript,0
aldehyde,gypsywort,0
orontium,life_science,0
rau-sed,blastodermic_vessicle,0
ringworm_cassia,syphilis,0
vasodilative,beef_patty,0
choreic_abasia,nystatin,0
nauruan,rhizopoda,0
confidence,arnold-chiari_deformity,0
cussedness,greenbottle,0
bird_fancier,good_looks,0
genus_erignathus,deltoid_muscle,0
genus_numida,genus_nestor,0
metabolite,benedict,0
maltese_terrier,sin,0
contrail,judgement_of_dismissal,0
gunrunner,genus_silurus,0
chocolate_chip_cookie,conductress,0
secular,ilex_cornuta,0
cephalothin,india,0
rhesus,dairyman,0
cosmea,william_of_occam,0
coelenterate_family,francis_bacon,0
angelo_guiseppe_roncalli,berlin_airlift,0
nailfile,genus_basiliscus,0
hadrosauridae,chorizo,0
ploceus,blighia_sapida,0
course_of_action,patras,0
periapsis,slack,0
ozothamnus_secundiflorus,rolling_paper,0
sea_snake,fetology,0
harmonic_motion,abelmoschus_moschatus,0
bacterial_toxin,anesthetic_agent,0
genus_alocasia,inking_pad,0
parenthesis-free_notation,barium_sulfate,0
banian,genus_neurospora,0
schooling,jumpstart,0
rhabdosarcoma,czerny,0
loire,peacock_ore,0
croft,song_sparrow,0
cross_street,genus_pyrocephalus,0
western_pipistrel,tomato,0
carpodacus,preconception,0
peromyscus,populus_tremula,0
odontoceti,sourdine,0
three-fourths,roughness,0
sterna,genus_brodiaea,0
sportfishing,pumpernickel,0
elementary_geometry,melanotis_caerulescens,0
